ID,S1_Progress,S2_Progress,S1_Attention1,S1_Attention2,S1_Attention3,S1_AttentionFailed,S2_Attention1,S2_Attention_2,S2_Attention_3,S2_AttentionFailed,Gender,Gender_TEXT,Ethnicity,Ethnicity_TEXT,Education,Religion,Religion_9_TEXT,Hel_Pr1,Hel_Pr2,Hel_Pr3,Hel_Pr4,Hel_Pr5,Hel_Pr6,Hel_Pr7,Age,Rrel_exp4,ICQ1,ICQ2,ICQ3,ICQ4,ICQ5,ICQ6,ICQ7,ICQ8,ICQ9,ICQ10,ICQ11,ICQ12,ICQ13,ICQ14,ICQ15,RecFP_1,RecFP_2,RecFP_3,RecFP_4,RecFP_5,RecFP_6,RecFP_7,RecFP_8,AuthFP_1,AuthFP_2,AuthFP_3,AuthFP_4,AuthFP_5,AuthFP_6,AuthFP_7,AuthFP_8
106,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Malay,,Bachelor’s degree,Islam,,Undecided,Agree,Agree,Strongly agree,Disagree,Undecided,Disagree,26,NA,I'm always good at this,I'm only fair at this,I'm always good at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm always poor at this,Extremely important,Quite important,Quite important,Quite important,Slightly important,Extremely important,Extremely important,Slightly important,Slightly important,Extremely unimportant,Slightly important,Quite unimportant,Quite important,Quite important,Slightly important,Quite unimportant
114,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Bachelor’s degree,Buddhism,,Strongly agree,Agree,Undecided,Agree,Disagree,Undecided,Undecided,31,7 - 12 months,I'm OK at this,I'm only fair at this,I'm always poor at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always poor at this,Extremely important,Extremely important,Quite important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Slightly important,Slightly important,Slightly important,Slightly important,Quite important,Quite important,Extremely unimportant,Quite important
115,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Chinese,,Bachelor’s degree,Agnosticism,,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,32,1 - 6 months,I'm always good at this,I'm always good at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm only fair at this,I'm always good at this,I'm always good at this,I'm only fair at this,I'm always good at this,I'm OK at this,I'm always good at this,Slightly important,Quite unimportant,Slightly important,Quite unimportant,Slightly important,Slightly important,Quite important,Quite unimportant,Quite unimportant,Extremely unimportant,Extremely unimportant,Extremely unimportant,Extremely unimportant,Slightly important,Extremely unimportant,Extremely unimportant
131,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Chinese,,Professional degree,Agnosticism,,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,26,more than 1 year but less than 3 years,I'm OK at this,I'm always good at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm always poor at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,Quite important,Slightly unimportant,Slightly important,Slightly unimportant,Slightly important,Quite important,Extremely important,Slightly important,Slightly unimportant,Quite unimportant,Extremely unimportant,Quite unimportant,Extremely unimportant,Slightly important,Slightly important,Quite unimportant
147,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Bachelor’s degree,Agnosticism,,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Agree,Strongly agree,34,more than 5 years but less than 10 years,I'm only fair at this,I'm always poor at this,I'm only fair at this,I'm only fair at this,I'm always poor at this,I'm only fair at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm always good at this,I'm always good at this,I'm always good at this,Quite important,Slightly unimportant,Slightly important,Slightly important,Slightly important,Slightly unimportant,Extremely important,Slightly important,Extremely unimportant,Extremely unimportant,Quite unimportant,Quite unimportant,Quite unimportant,Extremely unimportant,Extremely unimportant,Extremely unimportant
151,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Chinese,,Bachelor’s degree,Buddhism,,Agree,Agree,Disagree,Agree,Undecided,Agree,Undecided,33,more than 1 year but less than 3 years,I'm only fair at this,I'm always poor at this,I'm always good at this,I'm only fair at this,I'm always poor at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm always poor at this,I'm always good at this,I'm OK at this,I'm always poor at this,Quite important,Extremely important,Extremely important,Quite important,Slightly unimportant,Quite important,Extremely important,Quite important,Quite important,Extremely unimportant,Quite unimportant,Extremely unimportant,Quite important,Quite important,Quite important,Slightly unimportant
154,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Chinese,,Bachelor’s degree,Buddhism,,Agree,Undecided,Undecided,Agree,Agree,Undecided,Agree,29,7 - 12 months,I'm OK at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm always good at this,Extremely important,Quite important,Extremely important,Quite important,Extremely important,Extremely important,Extremely important,Slightly important,Slightly unimportant,Slightly important,Slightly unimportant,Extremely unimportant,Slightly important,Slightly unimportant,Extremely unimportant,Extremely unimportant
156,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Chinese,,Bachelor’s degree,Christianity,,Agree,Undecided,Undecided,Disagree,Agree,Agree,Disagree,33,1 - 6 months,I'm always poor at this,I'm always poor at this,I'm always good at this,I'm only fair at this,I'm always poor at this,I'm only fair at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm only fair at this,I'm always good at this,I'm always good at this,Extremely important,Slightly important,Quite important,Extremely important,Quite important,Extremely important,Extremely important,Slightly important,Quite important,Extremely unimportant,Quite important,Slightly unimportant,Quite important,Quite important,Slightly unimportant,Quite unimportant
157,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Malay,,Bachelor’s degree,Islam,,Agree,Agree,Disagree,Disagree,Undecided,Agree,Disagree,36,more than 3 years but less than 5 years,I'm always good at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm only fair at this,Quite important,Extremely important,Quite important,Quite important,Slightly important,Extremely important,Extremely important,Quite important,Slightly unimportant,Quite unimportant,Slightly important,Slightly important,Slightly unimportant,Quite unimportant,Extremely unimportant,Quite unimportant
166,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Bachelor’s degree,Buddhism,,Agree,Agree,Undecided,Agree,Disagree,Agree,Undecided,25,more than 3 years but less than 5 years,I'm OK at this,I'm only fair at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm only fair at this,Extremely important,Quite important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Quite important,Slightly important,Slightly important,Slightly important,Slightly unimportant,Slightly important,Slightly important,Quite unimportant,Slightly important
173,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Bachelor’s degree,Christianity,,Agree,Disagree,Agree,Disagree,Strongly agree,Agree,Strongly disagree,25,more than 1 year but less than 3 years,I'm always good at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm only fair at this,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Quite important,Slightly unimportant,Quite important,Quite unimportant,Quite important,Slightly important,Quite unimportant,Extremely unimportant
174,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Bachelor’s degree,"Other, please specify:",Nature and universe,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Undecided,26,more than 1 year but less than 3 years,I'm OK at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,Extremely important,Slightly important,Extremely important,Extremely important,Quite important,Slightly important,Extremely important,Quite important,Quite unimportant,Extremely unimportant,Quite unimportant,Quite unimportant,Slightly unimportant,Slightly unimportant,Extremely unimportant,Quite unimportant
179,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite important,Often,Moderately so,No,Female,,Indian,,Bachelor’s degree,Islam,,Disagree,Disagree,Agree,Agree,Undecided,Disagree,Disagree,30,more than 1 year but less than 3 years,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always poor at this,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Quite important,Quite important,Quite important,Extremely important,Slightly important,Extremely important,Extremely unimportant,Quite important
182,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Bachelor’s degree,Christianity,,Undecided,Agree,Agree,Disagree,Agree,Disagree,Disagree,27,more than 1 year but less than 3 years,I'm OK at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm only fair at this,Quite important,Quite important,Quite important,Quite important,Extremely important,Extremely important,Extremely important,Quite important,Slightly important,Slightly important,Slightly important,Slightly important,Slightly important,Slightly important,Slightly important,Slightly unimportant
201,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Malay,,Bachelor’s degree,Islam,,Agree,Disagree,Strongly agree,Undecided,Disagree,Undecided,Disagree,35,more than 1 year but less than 3 years,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm OK at this,Extremely important,Slightly important,Extremely important,Slightly important,Quite important,Extremely important,Extremely important,Slightly important,Slightly important,Quite unimportant,Slightly unimportant,Slightly important,Slightly important,Slightly important,Slightly unimportant,Slightly unimportant
235,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Malay,,College/Pre-university graduate,Islam,,Undecided,Strongly agree,Undecided,Strongly agree,Agree,Agree,Strongly agree,25,NA,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm always poor at this,I'm OK at this,I'm always poor at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm only fair at this,Slightly unimportant,Quite important,Extremely important,Quite important,Slightly unimportant,Extremely important,Extremely important,Slightly important,Slightly important,Slightly unimportant,Quite important,Slightly unimportant,Slightly unimportant,Quite important,Extremely important,Quite unimportant
236,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Malay,,Bachelor’s degree,Islam,,Strongly agree,Agree,Undecided,Strongly agree,Undecided,Agree,Agree,27,more than 5 years but less than 10 years,I'm always good at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm only fair at this,I'm always poor at this,Extremely important,Quite important,Extremely important,Quite important,Quite important,Extremely important,Extremely important,Extremely important,Slightly important,Slightly important,Quite important,Slightly important,Quite important,Slightly important,Slightly important,Slightly important
242,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Bachelor’s degree,Christianity,,Agree,Agree,Undecided,Agree,Disagree,Agree,Undecided,25,more than 3 years but less than 5 years,I'm OK at this,I'm always poor at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm always poor at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm always poor at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm always good at this,I'm always good at this,Quite important,Quite important,Quite important,Quite important,Extremely important,Extremely important,Extremely important,Extremely important,Slightly important,Slightly unimportant,Slightly important,Slightly unimportant,Slightly important,Slightly important,Extremely unimportant,Extremely unimportant
247,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Malay,,Bachelor’s degree,Christianity,,Agree,Undecided,Agree,Disagree,Agree,Undecided,Undecided,36,NA,I'm only fair at this,I'm always poor at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm only fair at this,Quite important,Quite important,Quite important,Extremely important,Extremely important,Slightly important,Slightly unimportant,Quite important,Slightly unimportant,Slightly important,Slightly unimportant,Slightly unimportant,Slightly unimportant,Slightly important,Quite unimportant,Quite unimportant
258,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Prefer not to say,,Chinese,,Bachelor’s degree,Buddhism,,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,25,NA,I'm OK at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,Slightly important,Slightly important,Slightly important,Slightly important,Slightly important,Slightly important,Slightly important,Slightly important,Slightly unimportant,Quite unimportant,Slightly important,Slightly unimportant,Slightly important,Slightly unimportant,Slightly unimportant,Slightly unimportant
261,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Bachelor’s degree,Buddhism,,Agree,Disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,26,NA,I'm always good at this,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm only fair at this,I'm always poor at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm always poor at this,I'm only fair at this,I'm always poor at this,I'm OK at this,I'm only fair at this,I'm OK at this,Quite important,Slightly unimportant,Slightly important,Slightly important,Slightly unimportant,Slightly important,Extremely important,Slightly important,Slightly unimportant,Extremely unimportant,Quite unimportant,Extremely unimportant,Extremely unimportant,Quite unimportant,Extremely unimportant,Extremely unimportant
277,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Master’s degree,Buddhism,,Undecided,Disagree,Agree,Disagree,Agree,Disagree,Strongly disagree,28,more than 1 year but less than 3 years,I'm only fair at this,I'm only fair at this,I'm always poor at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm only fair at this,I'm OK at this,I'm always poor at this,Extremely important,Slightly important,Quite important,Quite important,Quite important,Slightly important,Extremely important,Slightly important,Slightly important,Extremely important,Slightly unimportant,Quite important,Quite unimportant,Slightly unimportant,Quite unimportant,Extremely unimportant
302,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Bachelor’s degree,Christianity,,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,25,more than 1 year but less than 3 years,I'm always poor at this,I'm always poor at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm OK at this,Quite important,Slightly unimportant,Quite important,Slightly important,Quite important,Slightly important,Extremely important,Quite important,Slightly important,Quite unimportant,Quite unimportant,Quite important,Slightly important,Slightly important,Slightly important,Slightly unimportant
303,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Indian,,Bachelor’s degree,Christianity,,Agree,Agree,Undecided,Strongly agree,Undecided,Disagree,Agree,32,more than 3 years but less than 5 years,I'm always poor at this,I'm only fair at this,I'm OK at this,I'm always poor at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm always good at this,Quite important,Slightly unimportant,Quite important,Slightly important,Slightly important,Extremely important,Extremely important,Quite important,Slightly important,Extremely unimportant,Quite unimportant,Quite unimportant,Quite unimportant,Slightly unimportant,Quite unimportant,Extremely unimportant
307,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Master’s degree,"Other, please specify:",Free-thinker,Undecided,Agree,Undecided,Disagree,Disagree,Undecided,Undecided,29,7 - 12 months,I'm always poor at this,I'm only fair at this,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always poor at this,I'm always poor at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,Extremely important,Extremely important,Extremely important,Quite important,Extremely important,Quite important,Extremely important,Extremely important,Slightly unimportant,Extremely unimportant,Slightly important,Quite unimportant,Quite unimportant,Quite important,Extremely unimportant,Extremely unimportant
316,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Chinese,,Bachelor’s degree,Agnosticism,,Disagree,Agree,Undecided,Undecided,Undecided,Agree,Strongly disagree,27,NA,I'm always poor at this,I'm OK at this,I'm always poor at this,I'm only fair at this,I'm only fair at this,I'm always poor at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm always poor at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,Quite important,Slightly important,Quite important,Slightly important,Slightly important,Quite important,Quite important,Slightly important,Extremely unimportant,Extremely unimportant,Quite unimportant,Quite unimportant,Slightly unimportant,Slightly unimportant,Extremely unimportant,Extremely unimportant
318,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Chinese,,Bachelor’s degree,Christianity,,Agree,Disagree,Agree,Disagree,Agree,Undecided,Undecided,27,more than 1 year but less than 3 years,I'm OK at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,Extremely unimportant,Quite unimportant,Quite unimportant,Quite unimportant,Quite unimportant,Quite unimportant,Quite unimportant,Quite unimportant,Slightly unimportant,Extremely unimportant,Slightly unimportant,Slightly unimportant,Slightly unimportant,Slightly unimportant,Quite unimportant,Extremely unimportant
320,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Professional degree,Christianity,,Agree,Agree,Undecided,Strongly agree,Disagree,Strongly disagree,Undecided,26,NA,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm OK at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm OK at this,Extremely important,Quite important,Quite important,Quite important,Slightly important,Quite important,Extremely important,Quite important,Quite unimportant,Extremely unimportant,Extremely unimportant,Extremely unimportant,Quite important,Quite important,Extremely unimportant,Extremely unimportant
332,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Bachelor’s degree,Buddhism,,Undecided,Agree,Agree,Agree,Undecided,Agree,Undecided,28,more than 1 year but less than 3 years,I'm only fair at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm OK at this,Quite important,Slightly important,Quite important,Quite important,Quite important,Quite important,Quite important,Slightly important,Quite unimportant,Extremely unimportant,Quite unimportant,Quite unimportant,Quite unimportant,Slightly important,Slightly unimportant,Extremely unimportant
339,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,College/Pre-university graduate,Christianity,,Agree,Undecided,Agree,Disagree,Disagree,Agree,Strongly disagree,25,NA,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm always good at this,I'm only fair at this,I'm always good at this,I'm only fair at this,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Quite important,Slightly important,Slightly important,Quite important,Slightly important,Slightly important,Quite important,Slightly important,Quite important
347,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Chinese,,Bachelor’s degree,Buddhism,,Strongly agree,Undecided,Agree,Agree,Undecided,Agree,Disagree,26,NA,I'm always good at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,Slightly important,Slightly important,Quite important,Quite important,Extremely important,Extremely important,Quite important,Quite important,Extremely important,Quite important,Quite important,Slightly important,Quite important,Extremely important,Slightly important,Quite unimportant
359,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Master’s degree,Buddhism,,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,35,more than 1 year but less than 3 years,I'm OK at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm only fair at this,Quite important,Quite important,Quite important,Quite important,Quite important,Quite important,Extremely important,Quite important,Slightly unimportant,Slightly unimportant,Slightly important,Slightly unimportant,Slightly important,Slightly unimportant,Slightly important,Quite important
362,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Chinese,,Bachelor’s degree,Agnosticism,,Strongly agree,Strongly agree,Strongly agree,Undecided,Strongly agree,Agree,Strongly disagree,30,NA,I'm always poor at this,I'm only fair at this,I'm only fair at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm always poor at this,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Quite important,Extremely unimportant,Slightly unimportant,Extremely unimportant,Slightly important,Extremely unimportant,Extremely unimportant,Quite unimportant
372,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Malay,,Bachelor’s degree,Islam,,Strongly agree,Undecided,Undecided,Disagree,Agree,Disagree,Strongly disagree,26,NA,I'm OK at this,I'm always poor at this,I'm always poor at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Slightly important,Slightly unimportant,Slightly important,Slightly important,Quite important,Quite important,Extremely unimportant,Slightly important
378,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Malay,,College/Pre-university graduate,Islam,,Agree,Agree,Agree,Undecided,Agree,Agree,Strongly agree,30,more than 1 year but less than 3 years,I'm OK at this,I'm always poor at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm always poor at this,I'm only fair at this,I'm always good at this,I'm OK at this,I'm only fair at this,I'm always poor at this,Extremely important,Slightly important,Quite important,Quite important,Slightly important,Quite important,Extremely important,Extremely important,Slightly unimportant,Quite unimportant,Quite important,Slightly unimportant,Quite important,Quite important,Quite important,Extremely unimportant
396,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite important,Often,Moderately so,No,Female,,"Other, please specify:",Hindustani,Master’s degree,Islam,,Agree,Agree,Undecided,Undecided,Strongly agree,Disagree,Disagree,35,NA,I'm only fair at this,I'm OK at this,I'm always poor at this,I'm only fair at this,I'm always poor at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm always poor at this,I'm always good at this,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Quite unimportant,Slightly important,Slightly important,Slightly important,Slightly unimportant,Slightly important,Extremely unimportant,Quite unimportant
403,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Chinese,,Professional degree,Christianity,,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,29,NA,I'm OK at this,I'm always poor at this,I'm always good at this,I'm always poor at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm always good at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm always good at this,I'm always good at this,I'm only fair at this,Extremely important,Slightly important,Quite important,Quite important,Slightly important,Slightly important,Quite important,Quite important,Extremely unimportant,Extremely unimportant,Slightly unimportant,Extremely unimportant,Slightly unimportant,Quite unimportant,Extremely unimportant,Extremely unimportant
405,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Malay,,College/Pre-university graduate,Islam,,Undecided,Undecided,Agree,Undecided,Agree,Agree,Strongly disagree,33,NA,I'm only fair at this,I'm always poor at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm always poor at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm OK at this,Extremely important,Quite important,Extremely important,Quite important,Quite important,Extremely important,Extremely important,Quite important,Slightly unimportant,Extremely unimportant,Quite important,Slightly unimportant,Slightly important,Slightly important,Extremely unimportant,Extremely unimportant
