"ID","S1_Progress","S2_Progress","S1_Attention1","S1_Attention2","S1_Attention3","S1_AttentionFailed","S2_Attention1","S2_Attention_2","S2_Attention_3","S2_AttentionFailed","Gender","Gender_TEXT","Ethnicity","Ethnicity_TEXT","Education","Religion","Religion_9_TEXT","Hel_Pr1","Hel_Pr2","Hel_Pr3","Hel_Pr4","Hel_Pr5","Hel_Pr6","Hel_Pr7","Age","Rrel_exp4","ICQ1","ICQ2","ICQ3","ICQ4","ICQ5","ICQ6","ICQ7","ICQ8","ICQ9","ICQ10","ICQ11","ICQ12","ICQ13","ICQ14","ICQ15","RecFP_1","RecFP_2","RecFP_3","RecFP_4","RecFP_5","RecFP_6","RecFP_7","RecFP_8","AuthFP_1","AuthFP_2","AuthFP_3","AuthFP_4","AuthFP_5","AuthFP_6","AuthFP_7","AuthFP_8","Ethnicity_Chinese","Hel_Avg","SCavg","Initiation","SelfDisc","NegAssr","EmoSup","ConfMan","RecFP","AuthFP"
25,100,NA,"Disagree","Neither agree nor disagree","Strongly agree","No",NA,NA,NA,NA,"Female",NA,"Malay",NA,"Master’s degree","Islam",NA,4,5,4,4,5,4,1,30,4,3,2,4,2,2,2,4,3,3,2,4,3,4,4,3,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"Not Chinese",3.85714285714286,3,3,3,2,3.33333333333333,3.66666666666667,48,0
27,100,NA,"Disagree","Neither agree nor disagree","Agree","No",NA,NA,NA,NA,"Female",NA,"Malay",NA,"Bachelor’s degree","Islam",NA,2,2,2,4,3,2,2,31,0,3,3,3,2,3,3,3,2,4,3,4,3,3,3,3,5,5,5,5,5,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,"Not Chinese",2.42857142857143,3,3,3.33333333333333,2.66666666666667,3,3,41,0
62,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Malay",NA,"Bachelor’s degree","Islam",NA,4,4,2,4,3,2,2,30,0,1,1,3,1,2,2,1,1,3,1,2,1,1,1,4,5,5,5,5,5,5,5,5,5,3,3,3,5,5,3,3,"Not Chinese",3,1.66666666666667,1.66666666666667,1.33333333333333,1.66666666666667,1.66666666666667,2,40,30
64,100,100,"Disagree","Neither agree nor disagree","Neither agree nor disagree","No","Quite important","Often","Moderately so","No","Male",NA,"Malay",NA,"Bachelor’s degree","Islam",NA,1,1,2,2,4,3,1,40,0,4,3,4,2,2,2,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,3,4,5,4,5,2,5,1,"Not Chinese",2,2.93333333333333,3.66666666666667,3,2,3,3,48,29
79,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Other, please specify:","Bidayuh","College/Pre-university graduate","Christianity",NA,5,5,5,5,3,3,5,29,0,2,2,2,1,1,1,2,1,1,1,1,2,1,3,1,2,4,4,3,3,2,3,3,3,2,3,2,5,5,3,3,"Not Chinese",4.42857142857143,1.46666666666667,2,1.33333333333333,1,1.33333333333333,1.66666666666667,24,26
82,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Other, please specify:","Kadazan","Bachelor’s degree","Agnosticism",NA,4,4,4,4,4,4,2,26,5,2,2,3,2,3,3,3,2,2,3,3,3,3,2,2,6,5,5,6,6,5,6,5,4,4,5,1,4,5,4,1,"Not Chinese",3.71428571428571,2.53333333333333,2.33333333333333,3,2.66666666666667,2.33333333333333,2.33333333333333,44,28
100,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"College/Pre-university graduate","Other, please specify:","Spiritually awake",4,2,2,2,2,3,4,28,4,3,3,2,3,2,3,3,3,3,2,3,2,4,3,3,5,6,5,6,6,6,6,5,4,2,5,4,4,5,2,2,"Chinese",2.71428571428571,2.8,2.66666666666667,2.33333333333333,2.66666666666667,3,3.33333333333333,45,28
103,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Christianity",NA,4,2,1,2,2,2,2,25,3,1,1,1,4,3,2,3,4,3,2,3,3,3,4,4,5,4,4,5,5,5,6,4,5,2,3,1,4,5,4,4,"Chinese",2.14285714285714,2.73333333333333,1,2.66666666666667,3,3.33333333333333,3.66666666666667,38,28
104,100,100,"Disagree","Agree","Agree","No","Quite unimportant","Often","Somewhat","No","Female",NA,"Chinese",NA,"College/Pre-university graduate","Buddhism",NA,4,2,2,3,2,4,2,30,0,3,3,3,2,2,3,3,3,3,2,3,2,2,3,2,5,5,5,5,5,5,6,5,5,5,5,5,4,5,5,4,"Chinese",2.71428571428571,2.6,3,2.33333333333333,2.33333333333333,3,2.33333333333333,41,38
116,100,100,"Disagree","Neither agree nor disagree","Agree","No","Slightly important","Often","Moderately so","No","Male",NA,"Malay",NA,"Master’s degree","Islam",NA,3,4,3,4,3,2,2,35,2,2,3,2,2,2,2,2,3,2,1,2,2,1,2,2,5,4,5,5,5,5,6,5,3,2,4,3,4,3,2,1,"Not Chinese",3,2,2.33333333333333,1.66666666666667,2,2.33333333333333,1.66666666666667,40,22
127,100,100,"Disagree","Neither agree nor disagree","Neither agree nor disagree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Buddhism",NA,4,5,4,3,2,4,3,38,5,2,3,4,3,3,3,3,3,3,3,3,3,3,2,3,5,4,5,5,5,6,6,5,3,3,4,3,3,5,1,1,"Chinese",3.57142857142857,2.93333333333333,3,3,3,3,2.66666666666667,41,23
128,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Bachelor’s degree","Buddhism",NA,4,4,3,5,2,4,5,28,1,3,3,2,2,3,2,3,3,3,3,4,3,3,3,2,5,4,5,4,5,5,6,4,2,2,4,1,2,2,1,2,"Chinese",3.85714285714286,2.8,2.66666666666667,3.33333333333333,2.33333333333333,3,2.66666666666667,38,16
134,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Bachelor’s degree","Buddhism",NA,3,4,4,3,4,4,3,26,1,2,2,2,3,2,2,3,3,3,3,2,3,2,3,2,5,5,5,5,4,6,6,5,4,2,4,4,4,4,2,2,"Chinese",3.57142857142857,2.46666666666667,2,2.66666666666667,2.33333333333333,3,2.33333333333333,41,26
139,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Professional degree","Christianity",NA,4,2,3,4,4,3,2,29,5,3,2,3,3,1,2,3,3,3,3,3,2,2,2,2,6,4,6,5,6,6,6,5,2,1,3,3,4,5,1,1,"Chinese",3.14285714285714,2.46666666666667,2.66666666666667,2.66666666666667,2,3,2,44,20
148,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Bachelor’s degree","Buddhism",NA,4,2,2,4,4,4,4,29,2,4,3,4,2,1,2,4,3,4,3,3,4,4,4,4,6,5,6,6,6,6,6,5,4,6,5,4,5,5,5,2,"Chinese",3.42857142857143,3.26666666666667,3.66666666666667,3.33333333333333,1.66666666666667,3.66666666666667,4,46,36
152,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"High school graduate","Christianity",NA,4,4,4,4,4,3,4,30,3,2,2,2,3,2,2,4,4,4,2,3,3,2,3,2,4,4,4,4,4,4,4,5,2,2,3,3,4,3,4,2,"Chinese",3.85714285714286,2.66666666666667,2,2.66666666666667,2.33333333333333,4,2.33333333333333,33,23
168,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Professional degree","Christianity",NA,2,2,2,4,2,2,1,26,5,3,4,4,3,4,3,4,3,4,4,3,3,2,4,3,4,5,4,6,4,6,5,5,2,5,2,4,2,6,2,1,"Chinese",2.14285714285714,3.4,3.66666666666667,3.33333333333333,3.33333333333333,3.66666666666667,3,39,24
177,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Christianity",NA,5,5,5,5,5,5,5,28,0,3,2,2,3,1,1,3,3,3,3,2,2,3,1,1,6,5,6,6,5,6,6,4,5,1,4,4,5,6,2,2,"Chinese",5,2.2,2.33333333333333,2.33333333333333,1.66666666666667,3,1.66666666666667,44,29
178,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Professional degree","Christianity",NA,4,4,2,4,2,4,2,30,1,4,3,1,1,3,3,2,3,3,3,3,3,2,1,1,5,5,4,5,5,6,6,5,3,3,4,4,3,5,2,1,"Chinese",3.14285714285714,2.4,2.66666666666667,3,2.33333333333333,2.66666666666667,1.33333333333333,41,25
180,100,100,"Disagree","Neither agree nor disagree","Agree","No","Slightly important","Often","Moderately so","No","Female",NA,"Chinese",NA,"Master’s degree","Buddhism",NA,4,3,2,4,3,3,2,36,1,3,2,1,3,2,2,2,2,2,2,2,1,2,2,2,5,4,5,4,5,5,5,4,4,3,4,3,4,4,3,3,"Chinese",3,2,2,1.66666666666667,2.33333333333333,2,2,37,28
185,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Bachelor’s degree","Agnosticism",NA,4,5,3,4,2,3,3,31,1,4,4,4,4,4,3,4,3,4,2,2,2,3,2,4,6,5,6,5,6,6,6,5,2,2,2,1,2,2,1,2,"Chinese",3.42857142857143,3.26666666666667,4,2,3.66666666666667,3.66666666666667,3,45,14
194,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Malay",NA,"Bachelor’s degree","Islam",NA,1,1,1,1,1,1,1,27,0,3,3,3,3,3,2,3,2,3,1,1,1,1,2,1,4,1,4,1,3,3,6,4,1,1,1,1,3,1,1,1,"Not Chinese",1,2.13333333333333,3,1,2.66666666666667,2.66666666666667,1.33333333333333,26,10
196,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No",NA,NA,"Malay",NA,"Master’s degree","Islam",NA,4,2,1,2,4,5,1,30,0,1,2,3,3,3,3,3,3,4,1,3,3,1,3,2,6,5,6,6,6,6,5,6,4,3,6,1,5,6,4,1,"Not Chinese",2.71428571428571,2.53333333333333,2,2.33333333333333,3,3.33333333333333,2,46,30
217,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Buddhism",NA,5,2,2,5,4,4,5,26,3,2,2,1,3,2,3,3,2,2,3,2,1,3,2,2,6,4,6,6,6,6,6,6,2,1,4,3,3,3,2,1,"Chinese",3.85714285714286,2.2,1.66666666666667,2,2.66666666666667,2.33333333333333,2.33333333333333,46,19
234,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Bachelor’s degree","Christianity",NA,5,5,4,5,5,4,4,31,3,3,1,2,3,2,3,3,4,4,2,1,1,3,3,3,5,5,4,5,4,6,6,5,4,1,4,2,2,2,4,2,"Chinese",4.57142857142857,2.53333333333333,2,1.33333333333333,2.66666666666667,3.66666666666667,3,40,21
254,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Christianity",NA,5,5,4,5,4,4,4,34,5,3,4,1,3,2,1,3,3,4,3,3,4,3,3,4,5,2,4,4,5,5,5,5,4,3,3,1,4,4,5,1,"Chinese",4.42857142857143,2.93333333333333,2.66666666666667,3.33333333333333,2,3.33333333333333,3.33333333333333,35,25
272,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Christianity",NA,5,5,5,4,4,4,3,26,0,1,1,1,3,3,3,3,2,2,2,4,4,4,3,2,5,5,5,5,5,3,6,5,2,6,5,2,3,2,2,2,"Chinese",4.28571428571429,2.53333333333333,1,3.33333333333333,3,2.33333333333333,3,39,24
276,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Bachelor’s degree","Christianity",NA,4,2,2,4,2,4,2,30,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,5,5,5,5,6,6,5,4,3,5,2,4,4,4,2,"Chinese",2.85714285714286,3,3,3,3,3,3,43,28
298,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No",NA,NA,"Chinese",NA,"Professional degree","Agnosticism",NA,4,5,4,5,5,4,2,25,5,3,2,4,3,3,2,3,4,3,1,2,2,3,4,1,5,3,4,4,6,6,6,4,1,1,3,1,3,3,1,1,"Chinese",4.14285714285714,2.66666666666667,3,1.66666666666667,2.66666666666667,3.33333333333333,2.66666666666667,38,14
312,100,100,"Disagree","Agree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Bachelor’s degree","Buddhism",NA,4,4,2,4,4,4,2,25,3,3,3,3,2,2,2,3,3,4,1,2,3,3,3,2,6,5,5,5,4,5,6,4,3,3,2,2,4,3,4,2,"Chinese",3.42857142857143,2.6,3,2,2,3.33333333333333,2.66666666666667,40,23
321,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite important","Often","Moderately so","No","Female",NA,"Chinese",NA,"Master’s degree","Christianity",NA,4,4,3,4,3,4,4,30,2,3,3,3,2,2,2,3,3,3,3,3,2,3,3,4,5,4,5,5,5,5,6,5,5,2,5,4,5,4,4,3,"Chinese",3.71428571428571,2.8,3,2.66666666666667,2,3,3.33333333333333,40,32
325,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"College/Pre-university graduate","Buddhism",NA,5,4,2,3,2,1,1,35,4,3,3,3,3,2,3,2,2,2,2,3,3,3,2,2,6,5,6,6,6,6,6,6,5,4,3,4,5,2,2,1,"Chinese",2.57142857142857,2.53333333333333,3,2.66666666666667,2.66666666666667,2,2.33333333333333,47,26
327,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Malay",NA,"College/Pre-university graduate","Islam",NA,2,2,2,2,2,1,2,30,2,4,3,2,2,3,2,3,3,3,3,3,3,4,2,2,5,5,5,5,5,5,6,5,4,1,5,4,4,4,4,1,"Not Chinese",1.85714285714286,2.8,3,3,2.33333333333333,3,2.66666666666667,41,27
335,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"College/Pre-university graduate","Buddhism",NA,4,4,3,3,2,4,2,25,3,2,2,1,3,2,2,2,3,3,3,2,2,3,2,1,6,6,6,6,6,6,6,6,4,3,4,3,4,4,3,4,"Chinese",3.14285714285714,2.2,1.66666666666667,2.33333333333333,2.33333333333333,2.66666666666667,2,48,29
336,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Indian",NA,"Bachelor’s degree","Hinduism",NA,2,1,1,2,1,2,1,28,0,2,1,3,3,2,2,4,3,3,2,2,3,4,4,3,6,6,6,6,6,6,6,6,5,2,3,2,5,5,1,1,"Not Chinese",1.42857142857143,2.73333333333333,2,2.33333333333333,2.33333333333333,3.33333333333333,3.66666666666667,48,24
340,100,100,"Agree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Malay",NA,"College/Pre-university graduate","Islam",NA,5,2,1,5,2,2,1,27,4,3,3,4,3,3,3,4,4,3,3,4,4,4,4,3,6,6,6,6,6,6,6,6,4,1,3,4,5,3,6,3,"Not Chinese",2.57142857142857,3.46666666666667,3.33333333333333,3.66666666666667,3,3.66666666666667,3.66666666666667,48,29
342,100,100,"Disagree","Neither agree nor disagree","Agree","No","Slightly important","Often","Somewhat","Yes","Male",NA,"Chinese",NA,"Master’s degree","Christianity",NA,2,4,2,5,2,4,3,38,3,3,3,2,1,4,2,3,3,3,2,1,3,3,3,2,6,5,6,5,5,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,"Chinese",3.14285714285714,2.53333333333333,2.66666666666667,2,2.33333333333333,3,2.66666666666667,44,0
346,100,100,"Strongly disagree","Neither agree nor disagree","Agree","No","Quite important","Often","Moderately so","No","Female",NA,"Other, please specify:","Punjabi","Bachelor’s degree","Sikhism",NA,5,3,2,2,2,3,4,29,3,3,2,3,2,2,3,3,3,4,2,2,3,3,3,4,6,5,6,6,6,6,6,5,5,4,5,3,5,6,1,6,"Not Chinese",3,2.8,2.66666666666667,2.33333333333333,2.33333333333333,3.33333333333333,3.33333333333333,46,35
357,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Buddhism",NA,2,3,3,4,4,4,4,27,5,2,2,1,3,3,4,3,3,4,3,3,3,3,3,2,5,4,5,4,4,5,5,3,2,1,2,2,2,2,1,1,"Chinese",3.42857142857143,2.8,1.66666666666667,3,3.33333333333333,3.33333333333333,2.66666666666667,35,13
371,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Buddhism",NA,4,1,1,2,1,1,2,25,3,2,2,2,3,3,2,3,3,3,3,3,3,3,2,3,5,4,5,5,5,5,5,5,2,2,5,5,2,4,2,1,"Chinese",1.71428571428571,2.66666666666667,2,3,2.66666666666667,3,2.66666666666667,39,23
374,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Indian",NA,"Bachelor’s degree","Christianity",NA,2,5,4,4,5,4,4,27,3,2,2,2,2,2,2,2,2,3,3,2,2,3,2,3,5,4,5,4,5,5,6,4,2,1,2,1,4,1,1,1,"Not Chinese",4,2.26666666666667,2,2.33333333333333,2,2.33333333333333,2.66666666666667,38,13
376,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Indian",NA,"Bachelor’s degree","Hinduism",NA,2,2,2,5,3,2,4,25,3,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,5,5,5,5,3,5,5,4,3,1,4,2,3,4,1,1,"Not Chinese",2.85714285714286,2.8,2.33333333333333,3,3,2.66666666666667,3,37,19
389,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Master’s degree","Christianity",NA,2,1,2,3,2,4,2,25,5,3,4,2,2,3,2,2,1,2,3,2,1,3,2,1,2,1,3,2,2,4,6,2,2,1,1,1,1,2,1,1,"Chinese",2.28571428571429,2.2,3,2,2.33333333333333,1.66666666666667,2,22,10
430,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Malay",NA,"College/Pre-university graduate","Islam",NA,4,2,2,4,2,4,2,26,3,3,3,3,1,2,1,2,1,2,2,4,3,3,2,2,6,5,6,6,6,6,5,6,3,6,3,5,5,5,2,2,"Not Chinese",2.85714285714286,2.26666666666667,3,3,1.33333333333333,1.66666666666667,2.33333333333333,46,31
441,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"College/Pre-university graduate","Buddhism",NA,4,2,1,1,1,4,1,35,0,3,2,2,3,2,3,3,3,3,3,2,3,3,4,3,6,6,6,6,6,6,5,5,5,3,4,4,5,2,5,1,"Chinese",2,2.8,2.33333333333333,2.66666666666667,2.66666666666667,3,3.33333333333333,46,29
442,100,100,"Disagree","Agree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Malay",NA,"Doctorate","Islam",NA,4,4,2,4,5,2,1,37,3,1,2,2,2,3,1,4,4,4,4,3,2,2,3,2,6,2,5,4,6,5,6,5,3,6,5,3,6,6,1,1,"Not Chinese",3.14285714285714,2.6,1.66666666666667,3,2,4,2.33333333333333,39,31
19,100,NA,"Disagree","Neither agree nor disagree","Agree","No",NA,NA,NA,NA,"Male",NA,"Chinese",NA,"Bachelor’s degree","Christianity",NA,2,2,2,2,2,2,2,28,5,2,3,2,3,2,3,3,4,3,3,4,4,4,3,2,5,5,5,5,5,5,6,4,NA,NA,NA,NA,NA,NA,NA,NA,"Chinese",2,3,2.33333333333333,3.66666666666667,2.66666666666667,3.33333333333333,3,40,0
22,100,NA,"Disagree","Neither agree nor disagree","Agree","No",NA,NA,NA,NA,"Male",NA,"Malay",NA,"Bachelor’s degree","Islam",NA,4,3,2,4,2,2,2,33,1,4,3,3,1,3,3,3,4,3,3,3,1,3,3,2,5,5,5,4,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"Not Chinese",2.71428571428571,2.8,3.33333333333333,2.33333333333333,2.33333333333333,3.33333333333333,2.66666666666667,38,0
33,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Other, please specify:","Sri Lankan Tamil","Bachelor’s degree","Hinduism",NA,4,4,2,4,3,2,2,26,0,2,2,1,2,1,1,3,3,3,2,3,3,2,2,4,6,6,6,6,6,6,6,6,2,2,2,1,1,3,1,1,"Not Chinese",3,2.26666666666667,1.66666666666667,2.66666666666667,1.33333333333333,3,2.66666666666667,48,13
37,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Malay",NA,"Bachelor’s degree","Islam",NA,3,4,2,2,1,2,4,32,0,3,3,2,4,3,3,3,3,3,3,3,3,4,3,2,4,6,6,5,5,5,5,4,4,1,5,1,2,4,1,2,"Not Chinese",2.57142857142857,3,2.66666666666667,3,3.33333333333333,3,3,40,20
39,100,100,"Disagree","Agree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Indian",NA,"Bachelor’s degree","Hinduism",NA,5,5,4,3,2,4,4,25,2,3,4,2,4,4,3,4,3,2,1,2,2,3,3,3,6,6,6,5,5,6,6,6,3,2,5,3,1,5,5,1,"Not Chinese",3.85714285714286,2.86666666666667,3,1.66666666666667,3.66666666666667,3,3,46,25
59,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Agnosticism",NA,5,4,4,5,4,3,4,30,5,2,1,3,1,1,1,1,2,2,3,2,3,1,1,2,2,1,2,2,2,3,5,3,3,2,5,2,6,4,1,1,"Chinese",4.14285714285714,1.73333333333333,2,2.66666666666667,1,1.66666666666667,1.33333333333333,20,24
69,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Occasionally","Somewhat","Yes","Male",NA,"Chinese",NA,"Bachelor’s degree","Buddhism",NA,3,4,2,3,4,3,3,25,2,2,3,2,2,1,3,2,2,2,1,3,3,3,3,3,6,5,5,5,5,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,"Chinese",3.14285714285714,2.33333333333333,2.33333333333333,2.33333333333333,2,2,3,43,0
75,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Malay",NA,"Bachelor’s degree","Islam",NA,4,4,3,2,2,2,1,25,0,2,2,2,2,2,2,3,2,3,2,2,2,2,3,2,6,5,6,6,6,6,6,6,4,4,4,3,5,4,4,4,"Not Chinese",2.57142857142857,2.2,2,2,2,2.66666666666667,2.33333333333333,47,32
84,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Malay",NA,"Master’s degree","Islam",NA,5,1,1,2,1,5,1,32,4,1,1,2,2,4,3,4,4,4,3,3,1,2,3,2,6,6,6,6,6,6,6,6,6,1,6,1,6,1,1,3,"Not Chinese",2.28571428571429,2.6,1.33333333333333,2.33333333333333,3,4,2.33333333333333,48,25
90,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Other, please specify:","Eurasian","Bachelor’s degree","Atheism",NA,4,5,4,4,4,4,3,27,4,1,3,1,1,1,1,3,2,2,2,3,2,2,3,2,4,4,4,4,4,4,6,4,1,1,1,1,2,2,1,2,"Not Chinese",4,1.93333333333333,1.66666666666667,2.33333333333333,1,2.33333333333333,2.33333333333333,34,11
106,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Malay",NA,"Bachelor’s degree","Islam",NA,3,4,2,5,4,3,2,26,0,4,2,4,2,2,2,3,4,3,3,4,3,3,2,1,6,5,5,5,4,6,6,4,4,1,4,2,5,5,4,2,"Not Chinese",3.28571428571429,2.8,3.33333333333333,3.33333333333333,2,3.33333333333333,2,41,27
114,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Buddhism",NA,5,4,3,4,4,3,3,31,2,3,2,1,4,4,4,2,3,2,2,4,3,3,3,1,6,6,5,6,6,6,6,6,4,4,4,4,5,5,1,5,"Chinese",3.71428571428571,2.73333333333333,2,3,4,2.33333333333333,2.33333333333333,47,32
115,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Bachelor’s degree","Agnosticism",NA,2,2,2,4,2,2,2,32,1,4,4,3,4,3,4,4,4,2,4,4,2,4,3,4,4,2,4,2,4,4,5,2,2,1,1,1,1,4,1,1,"Chinese",2.28571428571429,3.53333333333333,3.66666666666667,3.33333333333333,3.66666666666667,3.33333333333333,3.66666666666667,27,12
131,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Professional degree","Agnosticism",NA,2,2,2,4,2,2,2,26,3,3,4,2,2,3,2,3,2,2,2,1,3,3,3,3,5,3,4,3,4,5,6,4,3,2,1,2,1,4,4,2,"Chinese",2.28571428571429,2.53333333333333,3,2,2.33333333333333,2.33333333333333,3,34,19
147,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Female",NA,"Chinese",NA,"Bachelor’s degree","Agnosticism",NA,5,5,4,4,4,4,5,34,5,2,1,2,2,1,2,4,3,3,2,2,2,4,4,4,5,3,4,4,4,3,6,4,1,1,2,2,2,1,1,1,"Chinese",4.42857142857143,2.53333333333333,1.66666666666667,2,1.66666666666667,3.33333333333333,4,33,11
151,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Bachelor’s degree","Buddhism",NA,4,4,4,4,3,4,3,33,3,2,1,4,2,1,3,2,3,3,3,2,1,4,3,1,5,6,6,5,3,5,6,5,5,1,2,1,5,5,5,3,"Chinese",3.71428571428571,2.33333333333333,2.33333333333333,2,2,2.66666666666667,2.66666666666667,41,27
154,100,100,"Disagree","Neither agree nor disagree","Agree","No","Quite unimportant","Often","Moderately so","No","Male",NA,"Chinese",NA,"Bachelor’s degree","Buddhism",NA,4,3,3,4,2,3,4,29,2,3,3,2,3,3,3,2,3,2,2,3,2,3,3,4,6,5,6,5,6,6,6,4,3,4,3,1,4,3,1,1,"Chinese",3.28571428571429,2.73333333333333,2.66666666666667,2.33333333333333,3,2.33333333333333,3.33333333333333,44,20
