"term","estimate","std.error","statistic","p.value","significance","step","outcome","R2","R2_p_value","R2_annotated","N","R2_change","F_change","p_value","dataset","significance_d_cleaned","significance_d_with_outliers","significance_difference"
"Ethnicity_Chinese","0.02",0.052100009970516,0.440634633357744,0.659730076498259,"","Step 2","Conflict_management",0.05,0.00891586738833785,"0.05**",385,NA,NA,NA,"d_with_outliers","","","No"
"Relationship_experience","0.07",0.0512987452119543,1.3529544387078,0.17688097150221,"","Step 2","Conflict_management",0.05,0.00891586738833785,"0.05**",385,NA,NA,NA,"d_with_outliers","","","No"
"Helicopter_parenting","-0.08",0.0513486598502962,-1.49328312172815,0.136199503257011,"","Step 2","Conflict_management",0.05,0.00891586738833785,"0.05**",385,NA,NA,NA,"d_with_outliers","","","No"
"Reciprocal_filial_piety","0.15**",0.0545036161387102,2.81427311687629,0.00514510864596638,"**","Step 2","Conflict_management",0.05,0.00891586738833785,"0.05**",385,NA,NA,NA,"d_with_outliers","*","**","Yes"
"Authoritarian_filial_piety","-0.12*",0.0545267326184294,-2.25165324865564,0.0249192791286986,"*","Step 2","Conflict_management",0.05,0.00891586738833785,"0.05**",385,NA,NA,NA,"d_with_outliers","","*","Yes"
"(Intercept)","0",0.0510801735162709,-0.0382821222654487,0.96948311592849,"","Step 3","Conflict_management",0.05,0.0250409466816924,"0.05*",385,NA,NA,NA,"d_with_outliers","","","No"
"Gender","-0.08",0.0508702703067541,-1.56542129371678,0.118327598641105,"","Step 3","Conflict_management",0.05,0.0250409466816924,"0.05*",385,NA,NA,NA,"d_with_outliers","","","No"
"Age","-0.07",0.0518770097705134,-1.27234011074134,0.204040664987374,"","Step 3","Conflict_management",0.05,0.0250409466816924,"0.05*",385,NA,NA,NA,"d_with_outliers","","","No"
"Ethnicity_Chinese","0.02",0.0522493629672601,0.440742198616693,0.659653610347304,"","Step 3","Conflict_management",0.05,0.0250409466816924,"0.05*",385,NA,NA,NA,"d_with_outliers","","","No"
"Relationship_experience","0.07",0.0515792610405641,1.30646782327721,0.192194214706788,"","Step 3","Conflict_management",0.05,0.0250409466816924,"0.05*",385,NA,NA,NA,"d_with_outliers","","","No"
"Helicopter_parenting","-0.08",0.0520764093718402,-1.54886300779139,0.122258147702762,"","Step 3","Conflict_management",0.05,0.0250409466816924,"0.05*",385,NA,NA,NA,"d_with_outliers","","","No"
"Reciprocal_filial_piety","0.16**",0.0552556862162486,2.80814014678828,0.00524344106772196,"**","Step 3","Conflict_management",0.05,0.0250409466816924,"0.05*",385,NA,NA,NA,"d_with_outliers","*","**","Yes"
"Authoritarian_filial_piety","-0.12*",0.0549132641815617,-2.26747595711667,0.0239296548640898,"*","Step 3","Conflict_management",0.05,0.0250409466816924,"0.05*",385,NA,NA,NA,"d_with_outliers","","*","Yes"
"Helicopter_parenting:Reciprocal_filial_piety","-0.02",0.0522879797849041,-0.457552023998315,0.647539295575026,"","Step 3","Conflict_management",0.05,0.0250409466816924,"0.05*",385,NA,NA,NA,"d_with_outliers","","","No"
"Helicopter_parenting:Authoritarian_filial_piety","0",0.0603307958361576,-0.066014571122455,0.947401403813569,"","Step 3","Conflict_management",0.05,0.0250409466816924,"0.05*",385,NA,NA,NA,"d_with_outliers","","","No"
NA,NA,NA,NA,NA,"**","Step 2 vs Step 1","Conflict_management",NA,NA,NA,NA,"0.035**",4.643,0.003,"d_with_outliers","*","**","Yes"
NA,NA,NA,NA,NA,"","Step 3 vs Step 2","Conflict_management",NA,NA,NA,NA,"0.001",0.144,0.866,"d_with_outliers","","","No"
